annotator,annotator_id,article_id,title,source,human_policing_public_safety,sem_score_policing_public_safety,semantic_policing_public_safety,human_voter_suppression,sem_score_voter_suppression,semantic_voter_suppression,human_book_bans_anti-dei,sem_score_book_bans_anti-dei,semantic_book_bans_anti-dei,human_housing_displacement,sem_score_housing_displacement,semantic_housing_displacement,human_maternal_health,sem_score_maternal_health,semantic_maternal_health,human_redlining_fair_housing,sem_score_redlining_fair_housing,semantic_redlining_fair_housing,human_anti-black_surveillance,sem_score_anti-black_surveillance,semantic_anti-black_surveillance,human_reparations,sem_score_reparations,semantic_reparations,human_school_funding,sem_score_school_funding,semantic_school_funding,human_criminal_justice_reform,sem_score_criminal_justice_reform,semantic_criminal_justice_reform,human_environmental_justice,sem_score_environmental_justice,semantic_environmental_justice,human_economic_equity_wealth_gap,sem_score_economic_equity_wealth_gap,semantic_economic_equity_wealth_gap
annotator_1,165,,These 7 Black Female Senate Candidates Could Rewrite History in 2026,theroot.com,0,0.0615,0,0,0.1458,0,0,0.1265,0,0,0.0553,0,0,0.1546,1,0,0.1488,0,0,0.1372,0,0,0.1228,0,0,0.1319,0,0,0.1639,1,0,0.1148,0,1,0.1025,0
annotator_1,166,,Can NABJ Protect Black Journalists — Or Just Mourn Us After?,newsone.com,0,0.251,1,0,0.2003,1,0,0.2979,1,0,0.0119,0,0,0.1757,1,0,0.1276,0,0,0.4377,1,0,-0.0299,0,0,0.1291,0,0,0.0763,0,0,0.1974,1,1,0.0984,0
annotator_1,167,,T-Boz Opens Up About Arguing And Making Up With Left-Eye Before Her Death In ‘Uncensored’ Preview,blavity.com,0,0.0625,0,0,0.014,0,0,0.1088,0,0,-0.0536,0,0,0.0163,0,0,-0.1204,0,0,0.1054,0,0,-0.1101,0,0,-0.0021,0,0,-0.0365,0,0,0.0019,0,0,0.0126,0
annotator_1,168,,NFL Says It Wants HBCU Talent But Overlooks These Players,newsone.com,0,0.0113,0,0,0.1271,0,0,0.0393,0,0,-0.0087,0,0,0.0133,0,0,0.0204,0,0,0.1376,0,0,0.0617,0,0,0.1089,0,0,-0.0111,0,0,0.0382,0,1,0.0617,0
annotator_1,169,,A Flood Crisis Is Escalating. Southern Black Communities Face Double The Risk.,capitalbnews.org,0,0.1643,1,0,0.1708,1,0,0.1153,0,1,0.2613,1,0,0.159,1,0,0.1226,0,0,0.2085,1,0,0.085,0,0,0.212,1,0,0.1185,0,1,0.2045,1,0,0.0657,0
annotator_1,170,,Black Students Confront Right-Wing Visitors as HBCU Security Tensions Grow,capitalbnews.org,1,0.1669,1,0,0.1678,1,0,0.3547,1,0,0.1324,0,0,0.1333,0,0,0.1855,1,0,0.2618,1,0,0.0824,0,0,0.1937,1,0,0.1092,0,0,0.2427,1,0,0.111,0
annotator_1,171,,This Fugees Album Still Feels Like Home 30 Years Later,capitalbnews.org,0,-0.0122,0,0,0.0039,0,0,0.0658,0,0,0.013,0,0,0.0601,0,0,0.0136,0,0,0.0578,0,0,-0.0346,0,0,-0.0018,0,0,0.0237,0,0,0.0945,0,0,0.025,0
annotator_1,172,,Internet Sensation and Advocate Rolling Ray Dies at 28,ebony.com,0,0.0166,0,0,0.0067,0,0,0.0276,0,0,-0.0136,0,0,-0.0261,0,0,-0.0197,0,0,0.0941,0,0,-0.0887,0,0,-0.0605,0,0,-0.0661,0,0,0.0084,0,0,-0.0235,0
annotator_1,173,,Alphabet Reveals YouTube’s Revenue Growth While Netflix Bets Big On Studio Expansion,afrotech.com,0,-0.0763,0,0,-0.1256,0,0,0.0162,0,0,-0.058,0,0,-0.0007,0,0,-0.0363,0,0,0.0644,0,0,-0.0188,0,0,0.0902,0,0,-0.039,0,0,-0.0389,0,1,0.0856,0
annotator_1,174,,"Internet Turns Tourist From India, Who Allegedly Spent 7 Hours Shoplifting at Target, Into an Icon and Meme",theroot.com,1,0.0982,0,0,-0.0255,0,0,0.0312,0,0,-0.0164,0,0,-0.0032,0,0,-0.0106,0,0,0.2845,1,0,0.0116,0,0,-0.0122,0,0,-0.0176,0,0,0.0374,0,0,0.0319,0
annotator_1,175,,"The State of US: Jasmine Crockett Enters the Senate Race, Upcoming Vote on Obamacare Subsidies Extension, Biden’s SAVE Plan Ends, & More News",ebony.com,0,0.0849,0,0,0.2047,1,0,0.0899,0,0,0.1879,1,0,0.1584,1,0,0.2104,1,0,0.1367,0,0,0.2157,1,0,0.3296,1,0,0.1486,0,0,0.0773,0,0,0.138,0
annotator_1,176,,"After Her Killing, Speaker Melissa Hortman’s Legacy on Rights and Equity Endures",capitalbnews.org,0,0.1672,1,0,0.2238,1,0,0.0723,0,0,0.1393,0,0,0.0832,0,0,0.1225,0,0,0.0876,0,0,0.1311,0,1,0.1861,1,0,0.1372,0,0,0.1581,1,0,0.0541,0
annotator_1,177,,‘Dune 3’ Trailer Picks Up With Zendaya’s Chani And Timothée Chalamet’s Paul Almost 2 Decades Later,blavity.com,0,-0.0491,0,0,-0.0353,0,0,0.1252,0,0,-0.0182,0,0,-0.0119,0,0,0.014,0,0,-0.0283,0,0,0.0381,0,0,0.0158,0,0,0.0391,0,0,-0.0474,0,0,0.0414,0
annotator_1,178,,"Alabama Basketball Star Aden Holloway Arrested, Likely To Miss NCAA Tournament: What To Know",blavity.com,1,0.0662,0,0,0.0214,0,0,0.0395,0,0,-0.0153,0,0,0.0074,0,0,0.0408,0,0,0.0613,0,0,0.0572,0,0,0.0827,0,0,0.1648,1,0,0.0789,0,0,0.0335,0
annotator_1,179,,Marshawn Kneeland’s girlfriend reveals pregnancy weeks after NFL player’s death,thegrio.com,0,-0.0358,0,0,-0.0313,0,0,-0.0877,0,0,-0.0213,0,0,0.0345,0,0,-0.0404,0,0,0.002,0,0,0.027,0,0,0.0057,0,0,-0.0767,0,0,-0.0109,0,0,-0.0211,0
annotator_1,180,,Tom Homan: ICE May Remain At Airports Amid Funding Agreements For TSA,newsone.com,1,0.1857,1,0,0.0339,0,0,0.0404,0,0,0.0416,0,0,-0.0351,0,0,0.0259,0,0,0.1395,0,0,-0.0676,0,0,-0.0484,0,0,0.0297,0,0,0.0442,0,0,-0.0206,0
annotator_1,181,,Support Is a Verb: Dr. Key’s Village Retail Takes Flight at the World’s Busiest Airport,ebony.com,0,0.1149,0,0,0.0726,0,0,0.0986,0,0,0.1308,0,0,0.1397,0,0,0.1706,1,0,0.0624,0,0,0.001,0,0,0.1526,1,0,0.0701,0,0,0.0993,0,1,0.1855,1
annotator_1,182,,ICE Refuses To Allow Detainee To Attend His Son’s Funeral,newsone.com,1,0.0526,0,0,0.0006,0,0,0.028,0,0,0.0322,0,0,0.1232,0,0,-0.0234,0,0,0.048,0,0,-0.0497,0,0,-0.0508,0,0,0.0368,0,0,-0.0281,0,0,-0.053,0
annotator_1,183,,Calls for Justice Grow After ICE Shooting of Minneapolis Mom,capitalbnews.org,1,0.2607,1,0,0.0637,0,0,0.0485,0,0,0.055,0,0,0.1341,0,0,0.1493,0,0,0.2177,1,0,0.0633,0,0,0.0654,0,0,0.2338,1,0,0.2368,1,0,0.0162,0
annotator_1,184,,The Flames That Took More Than Just Homes: Black Generational Wealth in Peril,ebony.com,0,0.0656,0,0,0.1432,0,0,0.0891,0,1,0.1873,1,0,0.1276,0,1,0.0909,0,0,0.0975,0,0,0.1163,0,0,0.1094,0,0,0.0634,0,1,0.2216,1,0,0.0516,0
annotator_1,185,,NBA star Tristan Thompson moves to take legal control of brother Amari’s care,thegrio.com,0,-0.0108,0,0,0.0016,0,0,-0.0171,0,0,-0.0008,0,0,0.0243,0,0,0.0692,0,0,-0.033,0,0,0.0626,0,0,0.0109,0,0,0.1073,0,0,-0.0116,0,0,0.125,0
annotator_1,186,,Op-Ed: Should You Depend On AI To Navigate Legal Issues?,afrotech.com,0,0.1453,0,0,0.0293,0,0,0.2466,1,0,0.0332,0,0,0.089,0,0,0.1368,0,0,0.3105,1,0,0.0824,0,0,0.0684,0,0,0.0911,0,0,0.1445,0,0,0.1933,1
annotator_1,187,,Sapelo Island’s Gullah Geechee Community Fights Back and Wins,capitalbnews.org,0,0.0075,0,0,0.211,1,0,0.0518,0,1,0.1197,0,0,-0.0202,0,0,0.1046,0,0,0.0596,0,0,0.0323,0,0,0.0777,0,0,0.0024,0,1,0.1106,0,0,0.0808,0
annotator_1,188,,"For 35 Years, This Black Town in Illinois Has Been Told Its Sewage Crisis Isn’t Real",capitalbnews.org,0,0.0759,0,0,0.0944,0,0,0.0478,0,0,0.2206,1,0,0.0032,0,0,0.1294,0,0,0.0891,0,0,0.1152,0,0,0.0758,0,0,0.1001,0,1,0.2501,1,0,0.0282,0
annotator_1,189,,New Details Reveal the Man Behind Sade Robinson’s Death is Far Sicker Than We Thought,theroot.com,0,0.0947,0,0,0.0301,0,0,0.0404,0,0,-0.0247,0,0,0.0456,0,0,0.0321,0,0,0.053,0,0,-0.027,0,0,-0.0142,0,1,0.0879,0,0,0.1121,0,0,-0.0195,0
annotator_1,190,,Netflix cancels ‘The Vince Staples Show’ after two seasons,thegrio.com,0,-0.0098,0,0,-0.0114,0,0,0.0615,0,0,0.0016,0,0,-0.0805,0,0,0.0286,0,0,0.0555,0,0,-0.025,0,0,-0.0173,0,0,0.0607,0,0,0.0802,0,0,0.0029,0
annotator_1,191,,"Everything You Didn’t Know About the Harlem Renaissance’s Quiet, Powerful LGBTQ Influences",theroot.com,0,0.0598,0,0,0.055,0,0,0.3293,1,0,0.0791,0,0,0.1588,1,0,0.1649,1,0,0.2323,1,0,0.1174,0,0,0.1084,0,0,0.0538,0,0,0.1517,1,0,0.1403,0
annotator_1,192,,Dwight Howard announces retirement from basketball after divorce filing,thegrio.com,0,-0.0519,0,0,-0.0531,0,0,-0.0707,0,0,0.0166,0,0,-0.0649,0,0,-0.0602,0,0,-0.141,0,0,0.0251,0,0,-0.0513,0,0,-0.0295,0,0,-0.0539,0,0,0.1038,0
annotator_1,193,,Kamala Harris Relaunches KamalaHQ As Gen Z Media Hub 'Headquarters',newsone.com,0,0.1216,0,0,0.1001,0,0,0.0399,0,0,0.0277,0,0,-0.0181,0,0,0.0549,0,0,0.2329,1,0,-0.0788,0,0,-0.0274,0,0,0.0147,0,0,0.026,0,0,-0.0066,0
annotator_1,194,,Kendra Bulluck Proves Black Women Belong in Sports Ownership,blavity.com,0,0.0034,0,0,-0.0243,0,0,0.0339,0,0,0.0385,0,0,0.1126,0,0,0.0686,0,0,0.0577,0,0,0.0244,0,0,0.0675,0,0,-0.0099,0,0,0.122,0,1,0.1977,1
annotator_1,195,,‘Paradise’ Season 2’s Ending And Biggest Questions Explained: Is Sinatra Dead And Is Dylan Really Her Son?,blavity.com,0,0.062,0,0,0.0199,0,0,0.0923,0,0,0.0419,0,0,0.0188,0,0,-0.012,0,0,0.0343,0,0,0.0307,0,0,0.0359,0,0,0.0303,0,0,0.005,0,0,0.0536,0
annotator_1,196,,Georgia Lawmakers With Real Estate Ties Are Writing the State’s Housing Laws,capitalbnews.org,0,0.0766,0,1,0.1231,0,0,0.0476,0,1,0.2489,1,0,-0.0127,0,1,0.2353,1,0,0.1669,1,0,0.1045,0,0,0.1122,0,0,0.0898,0,0,0.1192,0,0,0.1998,1
annotator_1,197,,‘Sinners’ Shows Clarksdale’s Past. What’s Next for the Birthplace of the Blues?,capitalbnews.org,0,0.071,0,0,0.09,0,0,0.0425,0,0,0.0801,0,0,-0.0267,0,0,0.0995,0,0,0.0314,0,0,0.0661,0,0,0.0439,0,0,0.0359,0,0,0.117,0,0,0.0248,0
annotator_1,198,,T.I. Responds After Son King Harris Wears Shirt With 50 Cent’s Mother Amid Escalating Feud,blavity.com,0,0.0588,0,0,-0.0584,0,0,0.1529,1,0,-0.1107,0,0,-0.0098,0,0,0.0145,0,0,0.061,0,0,-0.0278,0,0,-0.039,0,0,0.0337,0,0,-0.0381,0,0,0.0038,0
annotator_1,199,,"On Kanye West, Black Men’s Choices, And The Limits Of Forgiveness",newsone.com,0,0.1768,1,0,0.0358,0,0,0.1081,0,0,0.0779,0,0,0.127,0,0,0.1616,1,0,0.1186,0,0,0.1288,0,0,0.065,0,0,0.1858,1,0,0.2313,1,0,0.1742,1
annotator_1,200,,"Jeff Smith, The Great-Grandson Of One Of The First Black Golf Course Architects, Launches A Golf-Tech Startup",afrotech.com,0,-0.0145,0,0,0.0045,0,0,0.0838,0,0,0.0065,0,0,0.0962,0,0,0.148,0,0,0.0766,0,0,0.0617,0,0,0.102,0,0,-0.0018,0,0,0.1341,0,1,0.1787,1
annotator_3,1,401,"Emma Grede On Money, Mindset, And The Habits Keeping Too Many Black Women Playing Small | Essence",essence.com,0,0.0483,0,0,-0.0183,0,0,0.2049,1,0,0.0276,0,0,0.1342,0,0,0.1015,0,0,0.1504,0,0,0.0717,0,0,0.1715,0,0,0.0589,0,0,0.095,0,1,0.2245,1
annotator_3,2,402,Kristin Davis on Raising Black Children and Building Cultural Confidence at Home,ebony.com,0,0.1023,0,0,0.0506,0,0,0.3043,1,0,0.195,0,0,0.354,1,0,0.2033,1,0,0.2075,1,0,0.1975,0,0,0.2645,1,0,0.0652,0,0,0.2532,1,0,0.2356,1
annotator_3,3,403,Momfluencer Chanae Wood’s ‘Where Is Sk-Pa?’ Teaches Children About Grief,ebony.com,0,0.0691,0,0,0.0806,0,0,0.1984,0,0,0.1278,0,0,0.1882,0,0,0.0876,0,0,-0.078,0,0,0.0783,0,0,0.104,0,0,0.0346,0,0,0.0482,0,0,0.0271,0
annotator_3,4,404,GOAT Star Gabrielle Union Isn’t Here to Be Comfortable — Even In A Kid’s Movie,ebony.com,0,-0.0342,0,0,-0.0357,0,0,-0.0121,0,0,0.0015,0,0,0.0924,0,0,-0.0326,0,0,0.0198,0,0,0.0245,0,0,-0.0052,0,0,-0.1249,0,0,-0.0597,0,0,0.0101,0
annotator_3,5,405,Don Lemon Pleads Not Guilty To Charges Related To Church Protest,newsone.com,1,0.2507,1,0,0.065,0,0,0.1607,0,0,0.0164,0,0,0.0702,0,0,0.0668,0,0,0.2918,1,0,-0.0485,0,0,0.0407,0,0,0.1675,0,0,0.1827,0,0,0.1246,0
annotator_3,6,406,Kristi Noem Still Won't Admit ICE Engages In Racial Profiling,newsone.com,1,0.2245,1,0,0.1177,0,0,0.1215,0,0,0.0865,0,0,0.1387,0,0,0.1458,0,0,0.2755,1,0,-0.0592,0,0,0.0332,0,0,0.1743,0,0,0.1407,0,0,-0.0063,0
annotator_3,7,407,"Black Special Needs Woman Is Jailed for Theft, But Internet is Furious Over Her Sentence After Learning What She Stole",theroot.com,1,0.08,0,0,-0.0018,0,0,0.1134,0,0,0.0857,0,0,0.0738,0,0,0.0831,0,0,0.2353,1,0,0.0674,0,0,0.1105,0,1,0.2155,1,0,0.1423,0,0,0.1603,0
annotator_3,8,408,Why Afro-Venezuelans Oppose U.S. Intervention in Venezuela,capitalbnews.org,0,0.1523,0,0,0.102,0,0,0.0985,0,0,0.1058,0,0,0.1824,0,0,0.016,0,0,0.2177,1,0,0.0057,0,0,0.0656,0,0,0.0485,0,0,0.1068,0,0,0.0861,0
annotator_3,9,409,"Rolling Ray, Social Media Star And Trailblazer, Passes Away At 28 Years Old",afrotech.com,0,-0.0165,0,0,-0.0334,0,0,-0.0002,0,0,-0.0855,0,0,-0.0173,0,0,-0.0675,0,0,0.0556,0,0,-0.0647,0,0,-0.0741,0,0,-0.0958,0,0,-0.0185,0,0,-0.0413,0
annotator_3,10,410,"The State of US: Judge Blocks Haitian TPS Rollback, Minnesota Agents Pull Back (Slightly), and KamalaHQ Rebrands for Gen Z",ebony.com,0,0.214,1,0,0.212,1,0,0.1873,0,0,0.116,0,0,0.1049,0,0,0.1536,0,0,0.2772,1,0,0.0169,0,0,0.0737,0,0,0.1729,0,0,0.1217,0,0,0.0552,0
annotator_3,11,411,Tracy Morgan Stars With His Favorite Co-Star — His Daughter — In ‘Swapped.’ Plus: Sneak Peek!,ebony.com,0,-0.0623,0,0,-0.0608,0,0,-0.0432,0,0,-0.0864,0,0,-0.0664,0,0,-0.0811,0,0,-0.0511,0,0,-0.036,0,0,0.0057,0,0,-0.0494,0,0,-0.0428,0,0,-0.0452,0
annotator_3,12,412,Outrageous Signs From the ‘No Kings’ Protest That’ll Make You Spit Out Your Drink,theroot.com,0,0.122,0,0,0.1579,0,0,0.1459,0,0,0.0765,0,0,0.0011,0,0,0.0566,0,0,0.1847,0,0,0.0037,0,0,0.0302,0,0,-0.0663,0,0,0.0412,0,0,0.0528,0
annotator_3,13,413,"Once someone who used to tease ‘woo-woo’ girls, SZA just spent 30 days at an ashram in India",thegrio.com,0,-0.0217,0,0,-0.0613,0,0,0.0139,0,0,-0.0581,0,0,0.0572,0,0,-0.0784,0,0,0.0381,0,0,-0.0502,0,0,-0.0124,0,0,-0.0611,0,0,-0.0249,0,0,-0.0008,0
annotator_3,14,414,"Michael Jackson’s Son Bigi Made Rare Appearance With Brother Prince, Other Family At Berlin Premiere Of Biopic",blavity.com,0,0.0119,0,0,-0.0608,0,0,-0.0311,0,0,-0.0489,0,0,0.0879,0,0,0.0137,0,0,0.0955,0,0,-0.0454,0,0,0.0192,0,0,-0.0315,0,0,-0.0102,0,0,0.1147,0
annotator_3,15,415,‘Cut it all off’: Vic Mensa echoes calls for a nationwide ‘ICE out’ strike,thegrio.com,0,0.214,1,0,0.0863,0,0,0.1218,0,0,0.0942,0,0,0.0256,0,0,0.1143,0,0,0.1699,0,0,0.055,0,0,0.0437,0,0,0.0864,0,0,0.1004,0,0,0.0804,0
annotator_3,16,416,‘Stick to talking about sports you never played’: Stephen Jackson calls out Stephen A. Smith’s comments on Black women and politics,thegrio.com,0,-0.0119,0,0,0.0245,0,0,0.0393,0,0,-0.0157,0,0,0.02,0,0,0.0224,0,0,0.0849,0,0,-0.0097,0,0,-0.002,0,0,-0.0189,0,0,0.0486,0,0,0.1335,0
annotator_3,17,417,"On Dawn Staley, Black Women, And Disrespect In The Workplace",newsone.com,0,0.0628,0,0,0.0506,0,0,0.0805,0,0,0.0293,0,0,0.0984,0,0,0.0028,0,0,0.0572,0,0,0.0254,0,0,0.1128,0,0,-0.029,0,0,0.0948,0,0,0.1009,0
annotator_3,18,418,Labor secretary Lori Chavez-DeRemer resigns amid abuse of power allegations,thegrio.com,0,0.1674,0,0,0.0107,0,0,0.0628,0,0,0.0345,0,0,0.0667,0,0,0.0632,0,0,0.1178,0,0,-0.0363,0,0,0.0057,0,0,0.0728,0,0,0.0691,0,0,-0.0218,0
annotator_3,19,419,New Study Shares How ‘Digital Masculinity’ is Impacting Young Boys,ebony.com,0,0.1325,0,0,0.0625,0,0,0.1796,0,0,0.1228,0,0,0.0983,0,0,0.0609,0,0,0.2016,1,0,0.0261,0,0,0.093,0,0,-0.0154,0,0,0.1363,0,0,0.0749,0
annotator_3,20,420,"The Wrap-Up: Cynthia Erivo Honored, Al Sharpton For Sean Bell, Inside Late Checkout",ebony.com,0,0.042,0,0,-0.076,0,0,-0.0297,0,0,-0.0514,0,0,0.0099,0,0,0.024,0,0,0.0517,0,0,-0.0075,0,0,-0.0175,0,0,0.0481,0,0,0.0259,0,0,-0.037,0
annotator_3,21,421,"Before 'Community' Was A Business Model, Dr. Cameka Smith Was Building One For Black Women | Essence",essence.com,0,0.0842,0,0,-0.0804,0,0,0.1053,0,0,0.0687,0,0,0.2297,1,0,0.1644,0,0,0.2464,1,0,0.0969,0,0,0.1604,0,0,0.1312,0,0,0.2234,1,1,0.3334,1
annotator_3,22,422,"7-year-old catches Black doll with beads tied like a noose at Mardi Gras parade, prompting outrage",thegrio.com,0,0.1302,0,0,0.1138,0,0,0.1919,0,0,0.0314,0,0,0.2178,1,0,0.0504,0,0,0.2238,1,0,0.0271,0,0,0.0876,0,0,-0.0097,0,0,0.1166,0,0,0.0464,0
annotator_3,23,423,These Gen-Z Content Creators Put Black History in the Algorithm,ebony.com,0,0.1091,0,0,0.1696,0,1,0.4165,1,0,0.1321,0,0,0.2772,1,0,0.2578,1,0,0.4306,1,0,0.1883,0,0,0.1629,0,0,0.0614,0,0,0.269,1,0,0.1897,0
annotator_3,24,424,Hosting for the Holidays? Try These 10 Tips for a Home Reset,ebony.com,0,-0.0215,0,0,0.0238,0,0,-0.0785,0,0,0.1052,0,0,-0.0291,0,0,0.1154,0,0,-0.0584,0,0,0.072,0,0,-0.0386,0,0,0.0731,0,0,0.0061,0,0,-0.0397,0
annotator_3,25,425,Morris Brown President Returns After Abrupt Termination,capitalbnews.org,0,0.114,0,0,0.031,0,0,0.1797,0,0,-0.0092,0,0,0.0856,0,0,0.1295,0,0,0.0768,0,0,0.0625,0,1,0.1833,0,0,0.1727,0,0,0.1613,0,0,0.1215,0
annotator_3,26,426,Venezuelan Oil Brought to the U.S. Would Be Refined in Black Gulf Communities,capitalbnews.org,0,0.062,0,0,0.0781,0,0,0.0093,0,0,0.0736,0,0,0.0744,0,0,0.0557,0,0,0.0555,0,0,-0.0433,0,0,-0.0083,0,0,-0.027,0,1,0.2014,1,0,0.0486,0
annotator_3,27,427,"After 32 Years With Walmart, Latriece Watkins Has Been Tapped To Lead As President And CEO Of Sam’s Club US",afrotech.com,0,0.0468,0,0,-0.0851,0,0,-0.0589,0,0,-0.055,0,0,-0.0964,0,0,0.041,0,0,0.0234,0,0,0.0098,0,0,0.0322,0,0,0.0474,0,0,-0.0429,0,0,0.0814,0
annotator_3,28,428,"Watch Now: Kunle Oshiyoye, Software Engineer At GitHub, Breaks Down Go Testing And AI Applications At AFROTECH™ Conference 2024",afrotech.com,0,0.0036,0,0,-0.0117,0,0,0.1062,0,0,0.0084,0,0,-0.0381,0,0,0.0027,0,0,0.1182,0,0,0.0462,0,0,0.0429,0,0,0.0303,0,0,0.0192,0,0,0.1146,0
annotator_3,29,429,Kash Patel Claims DOJ Has 'Evidence' 2020 Election Was Rigged,newsone.com,0,0.1115,0,1,0.1136,0,0,-0.0106,0,0,-0.0258,0,0,-0.0333,0,0,0.039,0,0,0.2026,1,0,-0.0987,0,0,0.0341,0,0,0.031,0,0,0.0385,0,0,-0.0055,0
annotator_3,30,430,Pete Hegseth Was Roasted For Quoting Samuel L. Jackson’s Fake ‘Pulp Fiction’ Verse During Pentagon Prayer,blavity.com,0,0.0508,0,0,-0.0054,0,0,0.059,0,0,-0.0076,0,0,-0.057,0,0,0.0222,0,0,0.0078,0,0,0.0049,0,0,-0.0172,0,0,-0.004,0,0,0.035,0,0,-0.0161,0
annotator_3,31,431,"Jordan Chiles’ Final UCLA Home Meet Results In All-Around Title, Near-Flawless Scores Across The Board",blavity.com,0,-0.0666,0,0,-0.1354,0,0,-0.0314,0,0,-0.0812,0,0,-0.0709,0,0,-0.0366,0,0,-0.035,0,0,0.0028,0,0,0.0126,0,0,0.0477,0,0,-0.1094,0,0,0.0217,0
annotator_3,32,432,"In LA, Olympic Dreams Lead to Nightmares for a Historic Black Community",capitalbnews.org,0,0.1201,0,0,0.0745,0,0,0.1368,0,1,0.17,0,0,0.0706,0,0,0.1185,0,0,0.1696,0,0,0.1082,0,0,0.2922,1,0,0.06,0,0,0.1954,0,0,0.1797,0
annotator_3,33,433,A Rural S.C. County Quietly Approved a $2B Data Center During the Winter Storm,capitalbnews.org,0,0.1232,0,0,0.1695,0,0,0.0247,0,0,0.1,0,0,-0.0538,0,0,0.0474,0,0,0.2339,1,0,-0.0321,0,0,0.0838,0,0,-0.0194,0,1,0.0389,0,0,-0.0367,0
annotator_3,34,434,20 Mother’s Day Gifts Every Mom Will Enjoy,ebony.com,0,0.0161,0,0,-0.0113,0,0,-0.0108,0,0,0.0441,0,0,0.1514,0,0,0.0301,0,0,0.055,0,0,0.0752,0,0,0.0292,0,0,-0.0001,0,0,0.0257,0,0,-0.0564,0
annotator_3,35,435,Michaela Coel To Write And Direct ‘Bloodsport’ Reimagining At A24,blavity.com,0,0.0173,0,0,-0.0498,0,0,0.138,0,0,0.0273,0,0,0.0687,0,0,0.0128,0,0,0.0142,0,0,0.0592,0,0,-0.0022,0,0,0.0222,0,0,0.0164,0,0,0.032,0
annotator_3,36,436,Op-Ed | Essence,essence.com,0,0.0106,0,0,-0.1041,0,0,-0.0481,0,0,0.0071,0,0,-0.0228,0,0,-0.0524,0,0,0.0479,0,0,-0.0565,0,0,-0.035,0,0,-0.0068,0,0,0.0134,0,0,0.0673,0
annotator_3,37,437,The Power Of The Pixie Cut For Black Women,blavity.com,0,0.1386,0,0,0.1041,0,0,0.1656,0,0,0.0533,0,0,0.1784,0,0,0.1629,0,0,0.1212,0,0,0.0421,0,0,0.1513,0,0,0.0586,0,0,0.1348,0,0,0.1848,0
annotator_3,38,438,Inside the Memphis Chamber of Commerce’s Push for Elon Musk’s xAI Data Center,capitalbnews.org,0,0.0478,0,0,0.0247,0,0,0.1015,0,1,0.0197,0,0,0.0016,0,0,0.0946,0,0,0.2894,1,0,-0.0126,0,0,0.038,0,0,-0.0251,0,1,0.13,0,0,0.1251,0
annotator_3,39,439,Where Are The Black Celebs Amid Looming SNAP Cuts?,theroot.com,0,0.0947,0,0,0.1148,0,0,0.1902,0,0,0.157,0,0,0.3353,1,0,0.1095,0,0,0.269,1,0,0.0885,0,0,0.2515,1,0,-0.0069,0,0,0.1973,0,1,0.32,1
annotator_3,40,440,"Rev. Stephen Green On Faith, Justice, And The Liberating Gospel Of Jesus",newsone.com,0,0.0796,0,0,-0.0135,0,0,0.1982,0,0,0.037,0,0,0.0778,0,0,0.0996,0,0,0.106,0,0,0.0434,0,0,0.067,0,0,0.0781,0,0,0.2142,1,0,0.1221,0
annotator_3,41,441,"‘Reminders Of Him’s Big Moments Teased By Tyriq Withers, Maika Monroe And Rudy Pankow",blavity.com,0,-0.0442,0,0,-0.0079,0,0,-0.0117,0,0,0.0085,0,0,0.0217,0,0,0.0305,0,0,0.0532,0,0,-0.0145,0,0,0.0173,0,0,0.0087,0,0,-0.011,0,0,-0.0069,0
annotator_3,42,442,From Chicago To Milan: Why Drill Music Hits Different In Italy,newsone.com,0,0.0603,0,0,0.0154,0,0,0.077,0,0,0.0373,0,0,0.099,0,0,0.0134,0,0,0.1118,0,0,-0.0169,0,0,0.0319,0,0,0.0064,0,0,0.0643,0,0,0.0476,0
annotator_3,43,443,"Calif. ‘MAGA Dentist’ Says She Exposes Trump-Hating Patients to More Pain, and Here’s How She’s Paying For It",theroot.com,0,0.1076,0,0,0.0109,0,0,0.053,0,0,-0.0114,0,0,0.1158,0,0,0.0584,0,0,0.1661,0,0,-0.1051,0,0,0.038,0,0,-0.0087,0,0,0.0564,0,0,0.0074,0
annotator_3,44,444,Shreveport Mass Shooting: What We Know After 8 Children Killed,newsone.com,1,0.1582,0,0,0.0667,0,0,0.0604,0,0,0.0776,0,0,0.1188,0,0,0.0685,0,0,0.1403,0,0,0.004,0,0,0.133,0,0,0.0941,0,0,0.0798,0,0,-0.0004,0
annotator_3,45,445,Celebrating ‘Hamilton’ at 10: Where the Original Broadway Cast is Now,ebony.com,0,0.0207,0,0,0.027,0,0,0.0378,0,0,0.0675,0,0,-0.0217,0,0,0.0465,0,0,0.0117,0,0,0.1349,0,0,0.0697,0,0,0.1124,0,0,-0.0087,0,0,0.0448,0
annotator_3,46,446,Penn Ordered To Comply With Trump Admin's Demand For 'List Of Jews',newsone.com,0,0.0983,0,0,0.095,0,0,0.1961,0,0,0.0403,0,0,0.0041,0,0,0.1131,0,0,0.1632,0,0,-0.0142,0,0,0.1314,0,0,0.1146,0,0,0.109,0,0,0.0187,0
annotator_3,47,447,White Man Attacks Rep. Ilhan Omar On Stage With Liquid Spray,newsone.com,0,0.134,0,0,0.0792,0,0,0.064,0,0,0.0221,0,0,0.0514,0,0,0.0612,0,0,0.2215,1,0,-0.0708,0,0,0.0025,0,0,0.03,0,0,0.0918,0,0,0.0512,0
