annotator,annotator_id,article_id,title,source,pipeline_topics,pipeline_phrases,human_policing_public_safety,pipeline_policing_public_safety,human_voter_suppression,pipeline_voter_suppression,human_book_bans_anti-dei,pipeline_book_bans_anti-dei,human_housing_displacement,pipeline_housing_displacement,human_maternal_health,pipeline_maternal_health,human_redlining_fair_housing,pipeline_redlining_fair_housing,human_anti-black_surveillance,pipeline_anti-black_surveillance,human_reparations,pipeline_reparations,human_school_funding,pipeline_school_funding,human_criminal_justice_reform,pipeline_criminal_justice_reform,human_environmental_justice,pipeline_environmental_justice,human_economic_equity_wealth_gap,pipeline_economic_equity_wealth_gap
annotator_3,16,16,‘Stick to talking about sports you never played’: Stephen Jackson calls out Stephen A. Smith’s comments on Black women and politics,thegrio.com,,{},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
annotator_3,17,17,"On Dawn Staley, Black Women, And Disrespect In The Workplace",newsone.com,,{},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
annotator_3,18,18,Labor secretary Lori Chavez-DeRemer resigns amid abuse of power allegations,thegrio.com,,{},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
annotator_3,19,19,New Study Shares How ‘Digital Masculinity’ is Impacting Young Boys,ebony.com,,{},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
annotator_3,20,20,"The Wrap-Up: Cynthia Erivo Honored, Al Sharpton For Sean Bell, Inside Late Checkout",ebony.com,Policing & Public Safety; Housing & Displacement; Environmental Justice,"{""Policing & Public Safety"": [""homeland security""], ""Housing & Displacement"": [""shelter""], ""Environmental Justice"": [""clean water""]}",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
annotator_3,21,21,"Before 'Community' Was A Business Model, Dr. Cameka Smith Was Building One For Black Women | Essence",essence.com,Economic Equity & Wealth Gap,"{""Economic Equity & Wealth Gap"": [""black business""]}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
annotator_3,22,22,"7-year-old catches Black doll with beads tied like a noose at Mardi Gras parade, prompting outrage",thegrio.com,,{},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
annotator_3,23,23,These Gen-Z Content Creators Put Black History in the Algorithm,ebony.com,Housing & Displacement; Economic Equity & Wealth Gap,"{""Housing & Displacement"": [""displacement"", ""housing crisis"", ""homelessness"", ""housing instability"", ""foreclosure"", ""black homeownership""], ""Economic Equity & Wealth Gap"": [""racial wealth gap"", ""black middle class"", ""generational wealth"", ""wealth gap""]}",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
annotator_3,24,24,Hosting for the Holidays? Try These 10 Tips for a Home Reset,ebony.com,Economic Equity & Wealth Gap,"{""Economic Equity & Wealth Gap"": [""black-owned""]}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
annotator_3,25,25,Morris Brown President Returns After Abrupt Termination,capitalbnews.org,,{},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
annotator_3,26,26,Venezuelan Oil Brought to the U.S. Would Be Refined in Black Gulf Communities,capitalbnews.org,Environmental Justice,"{""Environmental Justice"": [""environmental racism""]}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
annotator_3,27,27,"After 32 Years With Walmart, Latriece Watkins Has Been Tapped To Lead As President And CEO Of Sam’s Club US",afrotech.com,,{},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
annotator_3,28,28,"Watch Now: Kunle Oshiyoye, Software Engineer At GitHub, Breaks Down Go Testing And AI Applications At AFROTECH™ Conference 2024",afrotech.com,,{},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
annotator_3,29,29,Kash Patel Claims DOJ Has 'Evidence' 2020 Election Was Rigged,newsone.com,Policing & Public Safety,"{""Policing & Public Safety"": [""chokehold""]}",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
annotator_3,30,30,Pete Hegseth Was Roasted For Quoting Samuel L. Jackson’s Fake ‘Pulp Fiction’ Verse During Pentagon Prayer,blavity.com,,{},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
annotator_3,31,31,"Jordan Chiles’ Final UCLA Home Meet Results In All-Around Title, Near-Flawless Scores Across The Board",blavity.com,Policing & Public Safety; Criminal Justice Reform,"{""Policing & Public Safety"": [""racial profiling"", ""immigration enforcement""], ""Criminal Justice Reform"": [""solitary confinement""]}",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
annotator_3,32,32,"In LA, Olympic Dreams Lead to Nightmares for a Historic Black Community",capitalbnews.org,,{},0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
annotator_3,33,33,A Rural S.C. County Quietly Approved a $2B Data Center During the Winter Storm,capitalbnews.org,,{},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
annotator_3,34,34,20 Mother’s Day Gifts Every Mom Will Enjoy,ebony.com,,{},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
annotator_3,35,35,Michaela Coel To Write And Direct ‘Bloodsport’ Reimagining At A24,blavity.com,,{},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
annotator_3,36,36,Op-Ed | Essence,essence.com,,{},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
annotator_3,37,37,The Power Of The Pixie Cut For Black Women,blavity.com,,{},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
annotator_3,38,38,Inside the Memphis Chamber of Commerce’s Push for Elon Musk’s xAI Data Center,capitalbnews.org,Housing & Displacement,"{""Housing & Displacement"": [""affordable housing""]}",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
annotator_3,39,39,Where Are The Black Celebs Amid Looming SNAP Cuts?,theroot.com,,{},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
annotator_3,40,40,"Rev. Stephen Green On Faith, Justice, And The Liberating Gospel Of Jesus",newsone.com,,{},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
annotator_3,41,41,"‘Reminders Of Him’s Big Moments Teased By Tyriq Withers, Maika Monroe And Rudy Pankow",blavity.com,Voter Suppression; Criminal Justice Reform,"{""Voter Suppression"": [""election interference""], ""Criminal Justice Reform"": [""prosecutorial misconduct""]}",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
annotator_3,42,42,From Chicago To Milan: Why Drill Music Hits Different In Italy,newsone.com,Environmental Justice; Economic Equity & Wealth Gap,"{""Environmental Justice"": [""refinery""], ""Economic Equity & Wealth Gap"": [""black wealth""]}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
annotator_3,43,43,"Calif. ‘MAGA Dentist’ Says She Exposes Trump-Hating Patients to More Pain, and Here’s How She’s Paying For It",theroot.com,Maternal Health,"{""Maternal Health"": [""maternal mortality"", ""maternal health"", ""black maternal"", ""postpartum"", ""infant mortality"", ""cesarean"", ""c-section"", ""maternal morbidity"", ""postpartum depression""]}",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
annotator_3,44,44,Shreveport Mass Shooting: What We Know After 8 Children Killed,newsone.com,,{},1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
annotator_3,45,45,Celebrating ‘Hamilton’ at 10: Where the Original Broadway Cast is Now,ebony.com,,{},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
annotator_3,46,46,Penn Ordered To Comply With Trump Admin's Demand For 'List Of Jews',newsone.com,,{},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
annotator_3,47,47,White Man Attacks Rep. Ilhan Omar On Stage With Liquid Spray,newsone.com,,{},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
annotator_3,48,48,Howard University’s New Dataset Enhances African American English Comprehension In AI,afrotech.com,,{},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
annotator_3,49,49,Man Says Medical Neglect At Fulton County Jail Led To Leg Amputation,newsone.com,,{},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
annotator_3,50,50,North Carolina And Texas Primaries Show People’s Appetite For Democracy,newsone.com,,{},0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
annotator_3,51,51,Protesters In DC Sound Off During Nationwide No Kings Demonstration,newsone.com,Voter Suppression,"{""Voter Suppression"": [""voter registration""]}",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
annotator_3,52,52,A Look at How Jay-Z Became The Best Dressed Rapper Alive,theroot.com,,{},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
annotator_3,53,53,Two Little Ohio Boys Lost Their Mom to Gun Violence. A Grand Jury Indicted the Police Officer Who Shot Her.,capitalbnews.org,Policing & Public Safety,"{""Policing & Public Safety"": [""police officer""]}",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
annotator_3,54,54,Crystal Nicole Details How She Made The Decision To Leave Her Career As A Civil Engineer To Become A Full-Time Content Creator,afrotech.com,,{},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
annotator_3,55,55,Why Are Alix Earle And Alex Cooper Beefing? What To Know About Drama,blavity.com,,{},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
annotator_3,56,56,Virginia's Proposed Congressional Map Gives Dems 10-1 Advantage,newsone.com,Voter Suppression,"{""Voter Suppression"": [""redistricting""]}",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
annotator_3,57,57,American Food Banks’ Shelves Emptying as They Pick Up the Slack Amid SNAP Benefits Pause. Here’s What to Know,theroot.com,Book Bans & Anti-DEI; Maternal Health,"{""Book Bans & Anti-DEI"": [""diversity equity inclusion"", ""dei""], ""Maternal Health"": [""infant mortality""]}",0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
annotator_3,58,58,Federal Agents Who Killed Alex Pretti Placed On Leave,newsone.com,Book Bans & Anti-DEI,"{""Book Bans & Anti-DEI"": [""black history month""]}",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
annotator_3,59,59,Black Americans Warn Trump’s Threat to Iran Risks Dangerous Escalation,capitalbnews.org,Book Bans & Anti-DEI,"{""Book Bans & Anti-DEI"": [""diversity equity inclusion"", ""dei""]}",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
annotator_3,60,60,A Son Shot His Teacher. His Mother’s Prison Sentence Raises Questions.,capitalbnews.org,,{},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
annotator_3,61,61,Microsoft To Lay Off 3% Of Workforce As Tech Industry Shifts Focus,afrotech.com,,{},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
annotator_3,62,62,MYAVANA Founder Candace Mitchell Advises Founders To Think Generationally And Retain Their Companies To Preserve Black Culture,afrotech.com,,{},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
annotator_3,63,63,"Black Prom Isn't 'Doing Too Much,' It's One Of Our Most Beautiful Traditions",newsone.com,Economic Equity & Wealth Gap,"{""Economic Equity & Wealth Gap"": [""black-owned""]}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
annotator_3,64,64,Serena Williams Breaks Down How Much Money Her Daughter Gets For Her Weekly Allowance,theroot.com,,{},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
annotator_3,65,65,"Republicans Allege Discrimination at George Mason, but the Data Tells a Different Story",capitalbnews.org,Policing & Public Safety; Voter Suppression,"{""Policing & Public Safety"": [""ice agent"", ""homeland security""], ""Voter Suppression"": [""voting rights"", ""redistricting"", ""save america act"", ""save act""]}",0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
annotator_3,66,66,Reed Hastings Co-Founded Netflix In 1997 — Now He’s Stepping Away From The Streaming Giant,afrotech.com,Policing & Public Safety,"{""Policing & Public Safety"": [""use of force"", ""body camera"", ""police department"", ""police officer""]}",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
annotator_3,67,67,"DeAndre Brown Left The Corporate World For Social Media And Now, He’s Revealing His Biggest Brand Deal Payout Yet",afrotech.com,Policing & Public Safety; Book Bans & Anti-DEI,"{""Policing & Public Safety"": [""homeland security""], ""Book Bans & Anti-DEI"": [""dei"", ""anti-dei""]}",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
annotator_3,68,68,Michael Jackson’s Hometown Welcomes Film Screening Before World,capitalbnews.org,,{},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
annotator_3,69,69,Here’s Everything to Know About the Government Shutdown,ebony.com,,{},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
annotator_3,70,70,The Price of Visibility in Full-Time Content Creation,ebony.com,Environmental Justice,"{""Environmental Justice"": [""green space""]}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
annotator_3,71,71,What Was Lost: Neighborhood Sounds After Hurricane Katrina,capitalbnews.org,,{},0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
annotator_3,72,72,"Shield, A Crypto Neobank Removing Pain Points For Underserved Exporters, Raises $5M In Seed Funding",afrotech.com,Book Bans & Anti-DEI,"{""Book Bans & Anti-DEI"": [""dei""]}",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
annotator_3,73,73,Dak Prescott and Sara Ramos Interesting Relationship Timeline,theroot.com,Voter Suppression,"{""Voter Suppression"": [""jim crow""]}",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
annotator_3,74,74,Gilbert Family Foundation Invests Over $4M To Grow Black-Owned Businesses In Detroit,afrotech.com,Economic Equity & Wealth Gap,"{""Economic Equity & Wealth Gap"": [""black business"", ""black-owned""]}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
annotator_3,75,75,The Black Women Driving a Food Revolution in Rural Mississippi,capitalbnews.org,Voter Suppression,"{""Voter Suppression"": [""gerrymandering"", ""voters turned away""]}",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
annotator_3,76,76,Black Internet Responds to Boxer Getting His Toupee Literally Knocked Off During Match,theroot.com,,{},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
annotator_3,77,77,Folks Think Brandy’s Lying About Why She Abandoned Her Chicago Show With Monica…and There are Receipts!,theroot.com,Book Bans & Anti-DEI,"{""Book Bans & Anti-DEI"": [""dei"", ""anti-dei""]}",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
annotator_3,78,78,Even More of the Best Memes of the Alleged Cheating CEO Caught at Coldplay Concert,theroot.com,,{},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
annotator_3,79,79,Georgia Abortion Prosecution Highlights Damage Caused By Extreme Ban,newsone.com,Book Bans & Anti-DEI,"{""Book Bans & Anti-DEI"": [""black history month""]}",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
annotator_3,80,80,"Are Donald Trump's Statements, Social Media Posts Prolonging The Iran War?",newsone.com,Voter Suppression,"{""Voter Suppression"": [""voter registration"", ""save america act"", ""save act""]}",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
annotator_3,81,81,Democrat Flips Florida State House Seat In Mar-A-Lago District,newsone.com,,{},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
annotator_3,82,82,Mark Cuban Foresees Birth of First Trillionaire Through AI — ‘It Could Be Just One Dude In A Basement. That’s How Crazy It Could Be’,afrotech.com,,{},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
annotator_3,83,83,Elizabeth Ayoola Archives | Essence,essence.com,,{},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
annotator_3,84,84,Black Teens Called ‘Radioactive’ as D.C. Cuts Programs Meant to Help Them,capitalbnews.org,,{},1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
annotator_3,85,85,Why Do Black Men Need Self-Care Grooming Products? Calvin Quallis of Scotch Porter Explains,ebony.com,School Funding,"{""School Funding"": [""education access""]}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
annotator_3,86,86,Money & Career | Essence,essence.com,,{},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
annotator_3,87,87,Beauty | Essence,essence.com,Economic Equity & Wealth Gap,"{""Economic Equity & Wealth Gap"": [""black-owned""]}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
annotator_3,88,88,The Little-Known Committee That Has Cost Black Farmers for Generations,capitalbnews.org,Voter Suppression,"{""Voter Suppression"": [""jim crow""]}",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
annotator_3,89,89,"IRS Confirms $1,390 Stimulus Checks For Millions Of Americans: Here’s Who Qualifies And When to Expect Them",afrotech.com,,{},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
annotator_3,90,90,Mississippi Declares Public Health Emergency as Infant Mortality Rises,ebony.com,Voter Suppression; Maternal Health,"{""Voter Suppression"": [""disenfranchised""], ""Maternal Health"": [""maternal mortality"", ""maternal health"", ""infant mortality""]}",0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
annotator_3,91,91,The Fate of the Anti-Gun Advocate Charged in a Birthday Party Revenge Slaying Has Been Decided,theroot.com,Policing & Public Safety; Anti-Black Surveillance; Reparations; Economic Equity & Wealth Gap,"{""Policing & Public Safety"": [""law enforcement"", ""police department"", ""immigration enforcement""], ""Anti-Black Surveillance"": [""facial recognition"", ""predictive policing""], ""Reparations"": [""restorative justice""], ""Economic Equity & Wealth Gap"": [""black-owned""]}",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
annotator_3,92,92,MAGA Pipe Bomber Says Trump's Jan. 6 Pardons Include Him,newsone.com,,{},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
annotator_3,93,93,‘The bag was fumbled’: David Alan Grier revisits two comedy what-ifs that could have altered his career,thegrio.com,,{},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
annotator_3,94,94,Amazon Announces $25B Commitment Toward Mississippi Data Center Operations And Addresses Water Usage,afrotech.com,,{},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
annotator_3,95,95,HBCU Bands Bring Big Sound to Mardi Gras Parades,capitalbnews.org,Housing & Displacement,"{""Housing & Displacement"": [""shelter""]}",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
annotator_3,96,96,Kimora Lee Simmons Reflects On Selling Her Billion-Dollar Baby Phat Empire,afrotech.com,Voter Suppression,"{""Voter Suppression"": [""jim crow""]}",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
annotator_3,97,97,Black Wellness Edit: The Health Conversation We’re Not Having About Menopause,ebony.com,,{},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
annotator_3,98,98,"Black Students, Workers Hit in Trump’s Speech Crackdown",capitalbnews.org,Economic Equity & Wealth Gap,"{""Economic Equity & Wealth Gap"": [""black-owned"", ""economic empowerment""]}",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
annotator_3,99,99,Why This New Tina Turner Statue Has Everyone Pissed Off,theroot.com,,{},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
annotator_3,100,100,Oscars 2026: All The Fashion Trainwrecks On The Red Carpet,theroot.com,,{},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
annotator_3,101,101,Trump Openly Said He Wants To Punish The Poor. Believe Him,newsone.com,Voter Suppression,"{""Voter Suppression"": [""early voting""]}",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
annotator_3,102,102,"KevOnStage Was Once Fired From A Bank For Admitting He Aspired To Become An Entertainer, But It Later Paid Off",afrotech.com,Policing & Public Safety,"{""Policing & Public Safety"": [""homeland security""]}",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
annotator_3,103,103,Hurricane Melissa Batters Jamaica With Strongest Hurricane Winds in 90 Years,capitalbnews.org,Policing & Public Safety,"{""Policing & Public Safety"": [""police department""]}",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
annotator_3,104,104,"What We Know About Usher, Justin Bieber’s Confrontation at Beyonce’s Oscar Party",theroot.com,,{},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
annotator_3,105,105,"Black woman killed in car crash involving a man fleeing ICE in Savannah, GA",thegrio.com,,{},1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
annotator_3,106,106,New Development Has Fans Worried About Billy Porter’s Health,theroot.com,Policing & Public Safety,"{""Policing & Public Safety"": [""law enforcement"", ""racial profiling""]}",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
annotator_3,107,107,Aliyah Henderson Pleads Not Guilty To Murdering Her 2 Daugthers,newsone.com,,{},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
annotator_3,108,108,"A Sister’s Love and Grief: Keyana Dixon Opens Up About the Death of Her Brother, Tyré Nichols",capitalbnews.org,,{},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
annotator_3,109,109,New Orleans Pelicans’ Zion Williamson Alleged Ex Drops Bombshell Accusations That Just Went Public,theroot.com,,{},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
annotator_3,110,110,"Mike Tyson reveals bold prediction about a Floyd Mayweather fight, whether he’ll fight Jake Paul again",thegrio.com,,{},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
annotator_3,111,111,Black Republican Congressman Booed At Republican Convention In Michigan,blavity.com,,{},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
annotator_3,112,112,Maya Rudolph On What Character She’d Bring to ‘Saturday Night Live’ Next,ebony.com,,{},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
annotator_3,113,113,"100 Years After a Black Family Was Forced Out, a Descendant Sues a California City",capitalbnews.org,,{},0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
annotator_3,114,114,Femicide Against Black Women Is A Public Health Crisis | Essence,essence.com,,{},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
annotator_3,115,115,"5 Years After Casey Goodson’s Death in Ohio, His Family Faces a New Legal Hurdle",capitalbnews.org,Policing & Public Safety; Housing & Displacement,"{""Policing & Public Safety"": [""sheriff""], ""Housing & Displacement"": [""homelessness""]}",1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
annotator_3,116,116,Kennedy Center closing for two years amid President Donald Trump’s takeover,thegrio.com,,{},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
annotator_3,117,117,"Who Is Ivanna Lisette Ortiz, ‘Bible Influencer’ Charged With Attempted Murder After Shooting At Rihanna’s Home?",blavity.com,Policing & Public Safety; Maternal Health,"{""Policing & Public Safety"": [""police department""], ""Maternal Health"": [""reproductive health""]}",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
annotator_3,118,118,"Hervé Aniglo Is Not Only A Data Analyst, He’s Also A World Traveler On A Mission To Teach People How To Code Music",afrotech.com,Maternal Health,"{""Maternal Health"": [""maternal mortality"", ""maternal health"", ""prenatal care""]}",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
annotator_3,119,119,Keke Palmer Finally Speaks On That Shocking SXSW Proposal,theroot.com,,{},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
annotator_3,120,120,"Victoria Monét, Angel Reese Highlight The Life-Changing Impact Of HBCUs | Essence",essence.com,School Funding,"{""School Funding"": [""student loan"", ""department of education""]}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
annotator_3,121,121,Residents Say Musk’s AI Supercomputer Is a ‘Death Sentence’ for Memphis Communities,capitalbnews.org,,{},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
annotator_3,122,122,"In The Face Of Threats, Black Women Continue To Show Up",newsone.com,,{},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
annotator_3,123,123,10 Bone Chilling Things Tyler Robinson Said and Did Before Allegedly Killing Charlie Kirk,theroot.com,,{},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
annotator_3,124,124,The Mississippi Delta Is a Testing Ground for the Nation,capitalbnews.org,Economic Equity & Wealth Gap,"{""Economic Equity & Wealth Gap"": [""economic inequality""]}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
annotator_3,125,125,She Got 27 Years for Killing Her Abuser. Judge Rules Oklahoma’s Survivors Act Won’t Free Her.,capitalbnews.org,,{},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
